name,description,reason,company,rating
Glotret 30mg Tablet 10'SGlotret 20mg Tablet 10'SGlotret 10mg Tablet 10'SGlotret 5mg Tablet 10'S,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Glenmark Pharmaceuticals Ltd.,2.7
Glow Lite Cream 20gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Glowcare Forte Cream 10gm,treat the most severe form of acne (nodular acne) ,Acne,Sun Pharmaceutical Industries Ltd.,4.8
Glowcor Cream 20gm,treat the most severe form of acne (nodular acne) ,Acne,Dr. Reddys Laboratories Ltd.,4.7
Glyaha Lotion 50gm,treat the most severe form of acne (nodular acne) ,Acne,Divis Laboratories Ltd.,4.5
Glyaha Koj Lotion 30gm, treat acne vulgaris ,Acne,Cipla Ltd.,4.3
Glylak 70% Solution 100ml, treat acne vulgaris ,Acne,Biocon Ltd.,4.1
Hexilak Ultra C Gel 20gm, treat mild to moderate acne(spots),Acne,Aurobindo Pharma Ltd.,3.9
Hostacycline 500mg Capsule 4'S,treatment of dry scaly skin disorders of the scalp,Acne,Torrent Pharmaceuticals Ltd.,3.5
HQ Lite Cream 15gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Sun Pharmaceutical Industries Ltd.,4.8
HTM Cream 15gm," gives smooth, soft, supple and fresh feeling to the skin",Acne,Dr. Reddys Laboratories Ltd.,4.7
I Deriva 20mg Capsule 10'SI Deriva 10mg Capsule 10'S,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Acne,Divis Laboratories Ltd.,4.5
Ibitret 10mg Softgel 10'SIbitret 20mg Softgel 10'S,treatment of dry scaly skin disorders of the scalp,Acne,Cipla Ltd.,4.3
Iret 20mg Capsule 10'S,Mild to moderate acne (spots),Acne,Biocon Ltd.,4.1
Isac 20mg Capsule 10'S,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Aurobindo Pharma Ltd.,3.9
Isac 10mg Capsule 10'S,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Torrent Pharmaceuticals Ltd.,3.5
Isina 20mg Capsule 10'S,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Lupin Ltd.,3.4
ISININ 20mg Capsule 10's,treat the most severe form of acne (nodular acne) ,Acne,Cadila Healthcare Ltd.,3.3
ISO Aret 20mg Softgel 10'S,treat the most severe form of acne (nodular acne) ,Acne,Abbott India Ltd.,3.25
ISO CLIN 10mg Capsule 10's,treat the most severe form of acne (nodular acne) ,Acne,Alkem Laboratories Ltd.,3.2
ISO T 20mg Capsule 10'S, treat acne vulgaris ,Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Isoace 20mg Capsule 10'SIsoace 10mg Capsule 10'S, treat acne vulgaris ,Acne,Ipca Laboratories Ltd.,3.0
Isobest 20mg Capsule 10'SIsobest 10mg Capsule 10'S, treat mild to moderate acne(spots),Acne,Alembic Pharmaceuticals Ltd.,2.9
Isofeel 0.025 Cream 30gm,treatment of dry scaly skin disorders of the scalp,Acne,Glenmark Pharmaceuticals Ltd.,2.7
Isofeel 0.05 Cream 30gm,combined with anti-acne actives of both natural and synthetic origin,Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Isofeel 0.1 Gel 30gm,treatment of dry scaly skin disorders of the scalp,Acne,Sun Pharmaceutical Industries Ltd.,4.8
Isofeel 10 Capsule 10's,Mild to moderate acne (spots),Acne,Dr. Reddys Laboratories Ltd.,4.7
Isofeel 20 Capsule 10's,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Divis Laboratories Ltd.,4.5
Isofeel 30 Capsule 10's,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Cipla Ltd.,4.3
Isofeel 40 Capsule 10's,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Biocon Ltd.,4.1
Isoin 20mg Capsule 10'SIsoin 10mg Capsule 10'S,treat the most severe form of acne (nodular acne) ,Acne,Aurobindo Pharma Ltd.,3.9
Isokon 10mg Capsule 10'S,treat the most severe form of acne (nodular acne) ,Acne,Torrent Pharmaceuticals Ltd.,3.5
Isopex 10mg Tablet 10'SIsopex 20mg Tablet 10'S,treat the most severe form of acne (nodular acne) ,Acne,Lupin Ltd.,3.4
Isopil 10mg Tablet 10'SIsopil 20mg Tablet 10'SIsopil 5mg Tablet 10'S, treat acne vulgaris ,Acne,Cadila Healthcare Ltd.,3.3
ISOTACNE 20mg Capsule 10's, treat acne vulgaris ,Acne,Abbott India Ltd.,3.25
Isotane 10mg Capsule 10'SIsotane 5Mg Capsule 10'sIsotane 20mg Capsule 10'S, treat mild to moderate acne(spots),Acne,Alkem Laboratories Ltd.,3.2
Isotret 20mg Capsule 10'S,treatment of dry scaly skin disorders of the scalp,Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Isotroin 30mg Capsule 10'SIsotroin 20mg Capsule 10'SIsotroin 10mg Capsule 10'SIsotroin 0.05% Gel 15gmIsotroin 5mg Capsule 10'S,combined with anti-acne actives of both natural and synthetic origin,Acne,Ipca Laboratories Ltd.,3.0
Isozer 10mg Capsule 10'S,treatment of dry scaly skin disorders of the scalp,Acne,Alembic Pharmaceuticals Ltd.,2.9
Kligmel Cream 15gm,Mild to moderate acne (spots),Acne,Glenmark Pharmaceuticals Ltd.,2.7
Klincin A Gel 15gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Klinspec 1% Cream 15gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Sun Pharmaceutical Industries Ltd.,4.8
Klynx Gel 10gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Dr. Reddys Laboratories Ltd.,4.7
Lacne 20mg Capsule 10'SLacne Soap 75gmLacne Gel 15gmLacne 10mg Capsule 10'S,treat the most severe form of acne (nodular acne) ,Acne,Divis Laboratories Ltd.,4.5
Lacne Foaming Face Wash Lotion 60ml,treat the most severe form of acne (nodular acne) ,Acne,Cipla Ltd.,4.3
LEE Neem Face Wash 70gm,treat the most severe form of acne (nodular acne) ,Acne,Biocon Ltd.,4.1
Litetone Cream 20gm, treat acne vulgaris ,Acne,Aurobindo Pharma Ltd.,3.9
Luminosa M Cream 20gm, treat acne vulgaris ,Acne,Torrent Pharmaceuticals Ltd.,3.5
MAVTRON 20mg Capsule 10's, treat mild to moderate acne(spots),Acne,Lupin Ltd.,3.4
Medapine AC Gel 15gmMedapine 1% Gel 15gm,treatment of dry scaly skin disorders of the scalp,Acne,Cadila Healthcare Ltd.,3.3
Mederma Plus Intense Gel 10gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Abbott India Ltd.,3.25
Medsop Soap 100gmMedsop Soap 75gmMedsop Acne Soap 75gm," gives smooth, soft, supple and fresh feeling to the skin",Acne,Alkem Laboratories Ltd.,3.2
Melacare HC Cream 15gm,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Melagard Tube 1'S,treatment of dry scaly skin disorders of the scalp,Acne,Ipca Laboratories Ltd.,3.0
Melalite Plus Cream 15gm,Mild to moderate acne (spots),Acne,Alembic Pharmaceuticals Ltd.,2.9
Melalong AD Cream 15gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Glenmark Pharmaceuticals Ltd.,2.7
MELANORM MS Cream 15gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Melasol Cream 15gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Sun Pharmaceutical Industries Ltd.,4.8
Melnor Cream 20gm,treat the most severe form of acne (nodular acne) ,Acne,Dr. Reddys Laboratories Ltd.,4.7
Metasone Plus Cream 15gm,treat the most severe form of acne (nodular acne) ,Acne,Divis Laboratories Ltd.,4.5
Microbenz 3.5% Aqueous Gel 15gm,treat the most severe form of acne (nodular acne) ,Acne,Cipla Ltd.,4.3
Mimosee Gel 20gm, treat acne vulgaris ,Acne,Biocon Ltd.,4.1
Minokem N 2% Lotion 60ml, treat acne vulgaris ,Acne,Aurobindo Pharma Ltd.,3.9
Minova 100mg Tablet 4'S, treat mild to moderate acne(spots),Acne,Torrent Pharmaceuticals Ltd.,3.5
Minoz Bpo Gel 15gm,treatment of dry scaly skin disorders of the scalp,Acne,Lupin Ltd.,3.4
Minoz S Face Wash 50ml,combined with anti-acne actives of both natural and synthetic origin,Acne,Cadila Healthcare Ltd.,3.3
Miroir Cream 15gm,treatment of dry scaly skin disorders of the scalp,Acne,Abbott India Ltd.,3.25
Momikem HT Cream 15gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Alkem Laboratories Ltd.,3.2
MOMZOT HT Cream 15gm," gives smooth, soft, supple and fresh feeling to the skin",Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Nayzit Gel 15gmNayzit 20mg Capsule 10'SNayzit 10mg Capsule 10'S,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Acne,Ipca Laboratories Ltd.,3.0
NEUTIN Capsule 10's,Mild to moderate acne (spots),Acne,Alembic Pharmaceuticals Ltd.,2.9
Nexret 0.10% Gel 15gmNexret 0.04% Gel 15gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Glenmark Pharmaceuticals Ltd.,2.7
Nilac Gel 20gmNilac A Gel 20gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Nioclean Gel 20gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Sun Pharmaceutical Industries Ltd.,4.8
Nioclean AD Gel 15gm,treat the most severe form of acne (nodular acne) ,Acne,Dr. Reddys Laboratories Ltd.,4.7
Nioret Nano Gel 15gm,treat the most severe form of acne (nodular acne) ,Acne,Divis Laboratories Ltd.,4.5
NO Scars 1% Facewash 60ml,treat the most severe form of acne (nodular acne) ,Acne,Cipla Ltd.,4.3
NUPLENE C Gel 15gm, treat acne vulgaris ,Acne,Biocon Ltd.,4.1
OBRIL Cream 20gm, treat acne vulgaris ,Acne,Aurobindo Pharma Ltd.,3.9
Ocotret 10mg Tablet 10'SOcotret 20mg Tablet 10'S, treat mild to moderate acne(spots),Acne,Torrent Pharmaceuticals Ltd.,3.5
Oraret 10mg Capsule 10'SOraret 20mg Capsule 10'S,treatment of dry scaly skin disorders of the scalp,Acne,Sun Pharmaceutical Industries Ltd.,4.8
Oxidoben Gel(Topical) 15gm,Mild to moderate acne (spots),Acne,Dr. Reddys Laboratories Ltd.,4.7
Oxtiv AP Gel(Topical) 15gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Divis Laboratories Ltd.,4.5
Paknet C Gel(Topical) 15gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Cipla Ltd.,4.3
Papulex Cream 15gmPapulex Cleansing Gel 100ml,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Biocon Ltd.,4.1
Percuna 2.5% Gel 20gmPercuna 5% Gel 20gm,treat the most severe form of acne (nodular acne) ,Acne,Aurobindo Pharma Ltd.,3.9
Pernex AC 2.5% Gel 20gmPernex AC 5% Gel 50gmPernex AC 5% Gel 20gm,treat the most severe form of acne (nodular acne) ,Acne,Torrent Pharmaceuticals Ltd.,3.5
Perobar 5% Bar 75gmPerobar 2.5% Bar 75gm,treat the most severe form of acne (nodular acne) ,Acne,Lupin Ltd.,3.4
Peroclin 5% Gel 15gmPeroclin 2.5% Gel 15gm, treat acne vulgaris ,Acne,Cadila Healthcare Ltd.,3.3
Peroduo Gel 15gm, treat acne vulgaris ,Acne,Abbott India Ltd.,3.25
Perowas 2.5% Face Wash 50gm, treat mild to moderate acne(spots),Acne,Alkem Laboratories Ltd.,3.2
Perowash 2.50% Facewash 50gm,treatment of dry scaly skin disorders of the scalp,Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Persol Forte Cream 20gmPersol AC 5mg Gel 20gmPersol Forte Cream 30gmPersol 2.5% Soap 75gmPersol 2.5% Gel 20gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Ipca Laboratories Ltd.,3.0
Persol AC 2.5% Gel 30gm," gives smooth, soft, supple and fresh feeling to the skin",Acne,Alembic Pharmaceuticals Ltd.,2.9
Persol AC 5 Gel 30gm,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Acne,Glenmark Pharmaceuticals Ltd.,2.7
Persol Plus Gel 15gm,treatment of dry scaly skin disorders of the scalp,Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Pigmason Cream 20gm,Mild to moderate acne (spots),Acne,Sun Pharmaceutical Industries Ltd.,4.8
Pimoff 1% Gel 20gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Dr. Reddys Laboratories Ltd.,4.7
Pimple Cure Cream 20gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Divis Laboratories Ltd.,4.5
Pinoin 10mg Capsule 10'SPinoin 5mg Tablet 10'SPinoin 0.05% Cream 20gmPinoin 20mg Capsule 10'SPinoin 0.025% Cream 20gmPinoin 5mg Capsule 10'S,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Cipla Ltd.,4.3
Postac Cream 30gm,treat the most severe form of acne (nodular acne) ,Acne,Biocon Ltd.,4.1
Purodil Tablet 30'SPurodil Gel 20gm,treat the most severe form of acne (nodular acne) ,Acne,Aurobindo Pharma Ltd.,3.9
Refinity 70% Kit 1'S,treat the most severe form of acne (nodular acne) ,Acne,Torrent Pharmaceuticals Ltd.,3.5
Resoten 10mg Capsule 10'SResoten 20mg Capsule 10'S, treat acne vulgaris ,Acne,Lupin Ltd.,3.4
Retik Cream 30gm, treat acne vulgaris ,Acne,Cadila Healthcare Ltd.,3.3
Retino A Micro 0.04% Gel 15gmRetino A Micro Cream 15gm, treat mild to moderate acne(spots),Acne,Abbott India Ltd.,3.25
Retino A 0.025% Cream 20gmRetino A 0.05% Cream 20gm,treatment of dry scaly skin disorders of the scalp,Acne,Alkem Laboratories Ltd.,3.2
Retino A Micro 0.1% Gel 15gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Retino AC Gel 15gm,treatment of dry scaly skin disorders of the scalp,Acne,Ipca Laboratories Ltd.,3.0
Retiso 10mg Capsule 10'SRetiso 20mg Capsule 10'S,Mild to moderate acne (spots),Acne,Alembic Pharmaceuticals Ltd.,2.9
Revize 0.02% Creams 20gmRevize Cream 15gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Glenmark Pharmaceuticals Ltd.,2.7
Revize Micro 0.04% Gel 20gmRevize Micro 0.025% Gel 20gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Saferet 10mg Capsule 10'SSaferet 5mg Tablet 30'SSaferet 5mg Capsule 10'SSaferet 20mg Capsule 10'SSaferet 20mg Tablet 30'SSaferet 10mg Tablet 30'S,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Sun Pharmaceutical Industries Ltd.,4.8
Salalin Lotion 15ml,treat the most severe form of acne (nodular acne) ,Acne,Dr. Reddys Laboratories Ltd.,4.7
Saliac Bar 75gm,treat the most severe form of acne (nodular acne) ,Acne,Divis Laboratories Ltd.,4.5
Salicylix SF 12% Cream 30gmSalicylix SF 6% Cream 30gm,treat the most severe form of acne (nodular acne) ,Acne,Cipla Ltd.,4.3
Salisia KT Soap 75gmSALISIA 30gm Tablet 15's, treat acne vulgaris ,Acne,Biocon Ltd.,4.1
Salix 12 Cream 40gm, treat acne vulgaris ,Acne,Aurobindo Pharma Ltd.,3.9
Saslic Capsule 10'S, treat mild to moderate acne(spots),Acne,Torrent Pharmaceuticals Ltd.,3.5
Screene Ultra Lotion 100ml,treatment of dry scaly skin disorders of the scalp,Acne,Lupin Ltd.,3.4
Sebonac 1% Gel(Topical) 15gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Cadila Healthcare Ltd.,3.3
Senseal KF Gel 100gm,treatment of dry scaly skin disorders of the scalp,Acne,Abbott India Ltd.,3.25
Shadowz Gel 100ml,Mild to moderate acne (spots),Acne,Alkem Laboratories Ltd.,3.2
Shaloxy FW 2% Solution 50ml,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Skin Fair Cream 15gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Ipca Laboratories Ltd.,3.0
Skinbless Cream 20gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Alembic Pharmaceuticals Ltd.,2.9
Skinelle Capsule 20'S,treat the most severe form of acne (nodular acne) ,Acne,Glenmark Pharmaceuticals Ltd.,2.7
Skinlite Ever Nano Gel 20gm,treat the most severe form of acne (nodular acne) ,Acne,JB Chemicals & Pharmaceuticals Ltd.,2.5
Skinshine Soap 75gm,treat the most severe form of acne (nodular acne) ,Acne,Sun Pharmaceutical Industries Ltd.,4.8
SLC 2% Facewash 50gm, treat acne vulgaris ,Acne,Dr. Reddys Laboratories Ltd.,4.7
Soapex Classic Soap 75gm, treat acne vulgaris ,Acne,Divis Laboratories Ltd.,4.5
Sotret 10mg Capsule 10'SSotret Gel 30gmSotret 40mg Capsule 10'SSotret 20mg Capsule 10'SSotret 30mg Capsule 10'SSotret Soap 75gmSotret 5mg Capsule 10'SSotret 0.05% Gel 15gm, treat mild to moderate acne(spots),Acne,Cipla Ltd.,4.3
Spectraban Lotion 100mlSpectraban Lotion 60ml,treatment of dry scaly skin disorders of the scalp,Acne,Biocon Ltd.,4.1
Sucral MU Ointment 5gm,combined with anti-acne actives of both natural and synthetic origin,Acne,Aurobindo Pharma Ltd.,3.9
Suncros Gel 50gm," gives smooth, soft, supple and fresh feeling to the skin",Acne,Torrent Pharmaceuticals Ltd.,3.5
Sunprotect 50mg Lotion 60ml,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Acne,Lupin Ltd.,3.4
Sunstop 30 Cream 50gm,treatment of dry scaly skin disorders of the scalp,Acne,Cadila Healthcare Ltd.,3.3
Supatret 0.04% Aqueous Gel 20gmSupatret 0.10% Gel 20gm,Mild to moderate acne (spots),Acne,Abbott India Ltd.,3.25
Supatret C M Gel 15gmSupatret C Aqueous Gel 15gm,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Acne,Alkem Laboratories Ltd.,3.2
Super Glow Cream 15gm,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Sysret 20mg Capsule 10'S,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Acne,Ipca Laboratories Ltd.,3.0
T M 250mg Capsule 4'S,treat the most severe form of acne (nodular acne) ,Acne,Alembic Pharmaceuticals Ltd.,2.9
